stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
150,February - M021990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",4.8,17.4,NA,NA,NA,NA,########
151,February - M021990,Andhra Pradesh,Hyderabad,NA,Industrial Area,3.1,7,NA,NA,NA,NA,########
152,February - M021990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.2,28.5,NA,NA,NA,NA,########
150,March - M031990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.3,14.7,NA,NA,NA,NA,########
151,March - M031990,Andhra Pradesh,Hyderabad,NA,Industrial Area,4.7,7.5,NA,NA,NA,NA,########
152,March - M031990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.4,25.7,NA,NA,NA,NA,########
150,April - M041990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",5.4,17.1,NA,NA,NA,NA,########
151,April - M041990,Andhra Pradesh,Hyderabad,NA,Industrial Area,4.7,8.7,NA,NA,NA,NA,########
152,April - M041990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",4.2,23,NA,NA,NA,NA,########
151,May - M051990,Andhra Pradesh,Hyderabad,NA,Industrial Area,4,8.9,NA,NA,NA,NA,########
152,May - M051990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",3.6,18.6,NA,NA,NA,NA,########
150,June - M061990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",3.9,14.1,NA,133,NA,NA,########
151,June - M061990,Andhra Pradesh,Hyderabad,NA,Industrial Area,5.6,11.8,NA,82,NA,NA,########
152,June - M061990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",3.3,19.3,NA,111,NA,NA,########
150,July - M071990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",3.9,8.2,NA,118,NA,NA,########
152,July - M071990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",3.5,12.1,NA,135,NA,NA,########
151,July - M071990,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.9,10.2,NA,80,NA,NA,########
150,August - M081990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",4,9.9,NA,179,NA,NA,########
151,August - M081990,Andhra Pradesh,Hyderabad,NA,Industrial Area,12.4,11.5,NA,58,NA,NA,########
152,August - M081990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",4,12.3,NA,99,NA,NA,########
150,September - M091990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.3,11.5,NA,270,NA,NA,########
151,September - M091990,Andhra Pradesh,Hyderabad,NA,Industrial Area,44.8,13.7,NA,97,NA,NA,########
152,September - M091990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.1,17.8,NA,167,NA,NA,########
150,October - M101990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.7,11.3,NA,145,NA,NA,########
151,October - M101990,Andhra Pradesh,Hyderabad,NA,Industrial Area,20.6,13.6,NA,75,NA,NA,########
152,October - M101990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",20.4,27.5,NA,212,NA,NA,########
150,November - M111990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",13.9,7.2,NA,93,NA,NA,########
151,November - M111990,Andhra Pradesh,Hyderabad,NA,Industrial Area,11.2,18.6,NA,61,NA,NA,########
152,November - M111990,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",22.3,35.9,NA,255,NA,NA,########
152,January - M011991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",24.5,28,NA,197,NA,NA,########
150,January - M011991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.2,10.4,NA,148,NA,NA,########
151,January - M011991,Andhra Pradesh,Hyderabad,NA,Industrial Area,28.7,16.2,NA,77,NA,NA,########
152,February - M021991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",18.7,42.2,NA,125,NA,NA,########
150,February - M021991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",24.5,18,NA,330,NA,NA,########
151,February - M021991,Andhra Pradesh,Hyderabad,NA,Industrial Area,20.4,12.6,NA,93,NA,NA,########
152,March - M031991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",5.2,41.3,NA,287,NA,NA,########
150,March - M031991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.5,12.2,NA,241,NA,NA,########
151,March - M031991,Andhra Pradesh,Hyderabad,NA,Industrial Area,4.8,8.4,NA,85,NA,NA,########
152,April - M041991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.5,48.5,NA,NA,NA,NA,########
150,April - M041991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",9.7,12.4,NA,283,NA,NA,########
151,April - M041991,Andhra Pradesh,Hyderabad,NA,Industrial Area,21.2,11.5,NA,108,NA,NA,########
150,May - M051991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",4.9,15.3,NA,234,NA,NA,########
151,May - M051991,Andhra Pradesh,Hyderabad,NA,Industrial Area,17.7,14,NA,121,NA,NA,########
152,May - M051991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.3,38.6,NA,219,NA,NA,########
150,June - M061991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",3.5,11.9,NA,179,NA,NA,########
151,June - M061991,Andhra Pradesh,Hyderabad,NA,Industrial Area,3.1,7.5,NA,84,NA,NA,########
152,June - M061991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",3,19,NA,154,NA,NA,########
150,July - M071991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.2,10,NA,150,NA,NA,########
151,July - M071991,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.9,9.2,NA,67,NA,NA,########
152,July - M071991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.5,17.3,NA,128,NA,NA,########
150,August - M081991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.5,12.5,NA,119,NA,NA,########
151,August - M081991,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.8,9.8,NA,71,NA,NA,########
152,August - M081991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.5,12.6,NA,98,NA,NA,########
150,September - M091991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.6,12.7,NA,172,NA,NA,########
151,September - M091991,Andhra Pradesh,Hyderabad,NA,Industrial Area,13.3,11.9,NA,56,NA,NA,########
152,September - M091991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,23.4,NA,120,NA,NA,########
150,October - M101991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.5,15.5,NA,135,NA,NA,########
151,October - M101991,Andhra Pradesh,Hyderabad,NA,Industrial Area,12.3,12.2,NA,83,NA,NA,########
152,October - M101991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.2,25.7,NA,158,NA,NA,########
150,November - M111991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8,8.3,NA,163,NA,NA,########
151,November - M111991,Andhra Pradesh,Hyderabad,NA,Industrial Area,14.6,12.9,NA,103,NA,NA,########
152,November - M111991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",18.8,39,NA,232,NA,NA,########
150,December - M121991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.9,11.4,NA,149,NA,NA,########
151,December - M121991,Andhra Pradesh,Hyderabad,NA,Industrial Area,11.2,18.4,NA,129,NA,NA,########
152,December - M121991,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,47,NA,242,NA,NA,########
95,January - M011992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,20,64.6,NA,353,NA,NA,########
202,January - M011992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,14.6,4.4,NA,190,NA,NA,########
203,January - M011992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,35.8,12.5,NA,261,NA,NA,########
232,January - M011992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,52.6,89.6,NA,679,NA,NA,########
233,January - M011992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,55.8,33.8,NA,245,NA,NA,########
234,January - M011992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,33.4,31.7,NA,320,NA,NA,########
241,January - M011992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,43.6,30.8,NA,334,NA,NA,########
152,January - M011992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,34.1,NA,271,NA,NA,########
150,January - M011992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.9,14.7,NA,180,NA,NA,########
151,January - M011992,Andhra Pradesh,Hyderabad,NA,Industrial Area,24.5,11.5,NA,118,NA,NA,########
95,February - M021992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,13,66.5,NA,241,NA,NA,########
202,February - M021992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,8.4,21.4,NA,129,NA,NA,########
203,February - M021992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,12.8,30.9,NA,171,NA,NA,########
232,February - M021992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,32.9,144.8,NA,555,NA,NA,########
233,February - M021992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,24.3,18.7,NA,201,NA,NA,########
234,February - M021992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,36.1,18.1,NA,250,NA,NA,########
241,February - M021992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,34.5,21,NA,227,NA,NA,########
150,February - M021992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.8,9.7,NA,171,NA,NA,########
151,February - M021992,Andhra Pradesh,Hyderabad,NA,Industrial Area,14.4,10.4,NA,122,NA,NA,########
152,February - M021992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",14.1,37.8,NA,248,NA,NA,########
95,March - M031992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,24.9,61,NA,276,NA,NA,########
202,March - M031992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,12,23,NA,134,NA,NA,########
203,March - M031992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,12.6,29.2,NA,135,NA,NA,########
232,March - M031992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,136.1,162.2,NA,433,NA,NA,########
233,March - M031992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,67.4,127.7,NA,215,NA,NA,########
234,March - M031992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,32.7,28,NA,253,NA,NA,########
241,March - M031992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,90,26.2,NA,262,NA,NA,########
151,March - M031992,Andhra Pradesh,Hyderabad,NA,Industrial Area,22.4,10.2,NA,159,NA,NA,########
150,March - M031992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",14.1,20.8,NA,179,NA,NA,########
152,March - M031992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.4,38,NA,267,NA,NA,########
95,April - M041992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,7.8,32.3,NA,229,NA,NA,########
203,April - M041992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,11.6,39.6,NA,147,NA,NA,########
232,April - M041992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,44.6,122.4,NA,418,NA,NA,########
233,April - M041992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,94.3,47.3,NA,208,NA,NA,########
234,April - M041992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,17.2,21.7,NA,216,NA,NA,########
150,April - M041992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.3,14.2,NA,175,NA,NA,########
152,April - M041992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.3,33.2,NA,249,NA,NA,########
151,April - M041992,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.1,8.2,NA,152,NA,NA,########
95,May - M051992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,11.3,53.1,NA,173,NA,NA,########
202,May - M051992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,7.3,12,NA,125,NA,NA,########
203,May - M051992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4.9,21.7,NA,142,NA,NA,########
232,May - M051992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,NA,NA,NA,344,NA,NA,########
233,May - M051992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,29.1,28,NA,174,NA,NA,########
234,May - M051992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,18.4,25.9,NA,222,NA,NA,########
95,June - M061992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,8.6,61.7,NA,247,NA,NA,########
202,June - M061992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,3.7,28.5,NA,95,NA,NA,########
203,June - M061992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4.9,20.8,NA,160,NA,NA,########
232,June - M061992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,NA,NA,NA,403,NA,NA,########
233,June - M061992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,11.2,22.4,NA,145,NA,NA,########
234,June - M061992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,4.5,33.9,NA,196,NA,NA,########
152,June - M061992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.2,27.6,NA,192,NA,NA,########
151,June - M061992,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.3,9,NA,131,NA,NA,########
150,June - M061992,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.3,13,NA,115,NA,NA,########
95,July - M071992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,13,68,NA,199,NA,NA,########
202,July - M071992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,5.2,13.1,NA,112,NA,NA,########
203,July - M071992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,6.5,23.3,NA,121,NA,NA,########
233,July - M071992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,8.6,61.8,NA,95,NA,NA,########
234,July - M071992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,79,5.5,NA,167,NA,NA,########
95,August - M081992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,6.4,52,NA,150,NA,NA,########
202,August - M081992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,8.8,34.4,NA,100,NA,NA,########
203,August - M081992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,5.9,32.6,NA,152,NA,NA,########
232,August - M081992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,3.3,10.4,NA,274,NA,NA,########
233,August - M081992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,14.9,16.5,NA,90,NA,NA,########
234,August - M081992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,4.3,8.9,NA,128,NA,NA,########
95,September - M091992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,18.7,31.2,NA,163,NA,NA,########
202,September - M091992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,21.7,31.4,NA,231,NA,NA,########
203,September - M091992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,17.7,29.5,NA,193,NA,NA,########
232,September - M091992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,9.9,172.4,NA,236,NA,NA,########
233,September - M091992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,8.8,19.4,NA,85,NA,NA,########
234,September - M091992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,3.6,13.4,NA,141,NA,NA,########
95,October - M101992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,17.4,31.7,NA,264,NA,NA,########
202,October - M101992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,23.6,33,NA,195,NA,NA,########
203,October - M101992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,19.5,28.4,NA,214,NA,NA,########
232,October - M101992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,10.7,101.6,NA,218,NA,NA,########
233,October - M101992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,2.6,30.8,NA,95,NA,NA,########
234,October - M101992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,12,17,NA,166,NA,NA,########
95,November - M111992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,23.1,42.2,NA,314,NA,NA,########
202,November - M111992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,18.3,23.5,NA,192,NA,NA,########
203,November - M111992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,21.8,22.3,NA,249,NA,NA,########
233,November - M111992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,1.2,16.5,NA,75,NA,NA,########
234,November - M111992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,9.7,21.3,NA,138,NA,NA,########
95,December - M121992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4.8,23.1,NA,230,NA,NA,########
202,December - M121992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,8.7,22.9,NA,140,NA,NA,########
203,December - M121992,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,10.9,20.5,NA,158,NA,NA,########
232,December - M121992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,7.9,41.3,NA,320,NA,NA,########
233,December - M121992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,7.3,26.4,NA,137,NA,NA,########
234,December - M121992,Andhra Pradesh,Vishakhapatnam,Andhra Pradesh Pollution Control Board,NA,15.2,45.4,NA,347,NA,NA,########
150,January - M011993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.5,10.2,NA,NA,NA,NA,########
151,January - M011993,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.9,11.6,NA,NA,NA,NA,########
152,January - M011993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8,44.8,NA,NA,NA,NA,########
150,February - M021993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.1,13.4,NA,NA,NA,NA,########
151,February - M021993,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.7,7.9,NA,NA,NA,NA,########
152,February - M021993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.9,33.9,NA,NA,NA,NA,########
150,March - M031993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.4,11.8,NA,NA,NA,NA,########
151,March - M031993,Andhra Pradesh,Hyderabad,NA,Industrial Area,7.4,7.5,NA,NA,NA,NA,########
152,March - M031993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.9,32.6,NA,NA,NA,NA,########
150,April - M041993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.1,13.4,NA,NA,NA,NA,########
151,April - M041993,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,6.8,NA,NA,NA,NA,########
152,April - M041993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,31.6,NA,NA,NA,NA,########
150,May - M051993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,7.9,NA,NA,NA,NA,########
151,May - M051993,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,8.8,NA,NA,NA,NA,########
152,May - M051993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,30.9,NA,NA,NA,NA,########
150,June - M061993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,9.6,NA,NA,NA,NA,########
151,June - M061993,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,6.3,NA,NA,NA,NA,########
152,June - M061993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,17.7,NA,NA,NA,NA,########
150,July - M071993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,11.7,NA,NA,NA,NA,########
151,July - M071993,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,5.8,NA,NA,NA,NA,########
152,July - M071993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,11.1,NA,NA,NA,NA,########
150,August - M081993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,13.6,NA,NA,NA,NA,########
151,August - M081993,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,8.2,NA,NA,NA,NA,########
152,August - M081993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,11.2,NA,NA,NA,NA,########
150,September - M091993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,9.3,NA,NA,NA,NA,########
151,September - M091993,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,12.8,NA,NA,NA,NA,########
152,September - M091993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,11.1,NA,NA,NA,NA,########
150,October - M101993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,7.8,NA,NA,NA,NA,########
151,October - M101993,Andhra Pradesh,Hyderabad,NA,Industrial Area,6,7.2,NA,NA,NA,NA,########
152,October - M101993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,18.6,NA,NA,NA,NA,########
150,November - M111993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6.3,8,NA,NA,NA,NA,########
151,November - M111993,Andhra Pradesh,Hyderabad,NA,Industrial Area,11.9,10,NA,NA,NA,NA,########
152,November - M111993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",24.5,41.1,NA,NA,NA,NA,########
150,December - M121993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",17.8,15.2,NA,NA,NA,NA,########
151,December - M121993,Andhra Pradesh,Hyderabad,NA,Industrial Area,18.1,16.3,NA,NA,NA,NA,########
152,December - M121993,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",34.1,48.9,NA,NA,NA,NA,########
203,January - M011994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4.4,8.9,NA,NA,NA,NA,########
95,January - M011994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,9.6,20.3,NA,NA,NA,NA,########
202,January - M011994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,4.2,14.1,NA,NA,NA,NA,########
151,January - M011994,Andhra Pradesh,Hyderabad,NA,Industrial Area,9.7,9,NA,98,NA,NA,########
152,January - M011994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",51.6,63,NA,130,NA,NA,########
150,January - M011994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.5,15.5,NA,144,NA,NA,########
203,February - M021994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,9.7,28.4,NA,NA,NA,NA,########
202,February - M021994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,1.5,17.1,NA,NA,NA,NA,########
95,February - M021994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,31.7,50.2,NA,NA,NA,NA,########
152,February - M021994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",24.8,42.2,NA,98,NA,NA,########
150,February - M021994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.6,9.4,NA,191,NA,NA,########
151,February - M021994,Andhra Pradesh,Hyderabad,NA,Industrial Area,10.7,5.2,NA,58,NA,NA,########
202,March - M031994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,9.7,28.8,NA,NA,NA,NA,########
203,March - M031994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,10.9,23.7,NA,NA,NA,NA,########
95,March - M031994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,21.3,25.8,NA,NA,NA,NA,########
151,March - M031994,Andhra Pradesh,Hyderabad,NA,Industrial Area,11.1,10.5,NA,91,NA,NA,########
152,March - M031994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",25.4,48.4,NA,124,NA,NA,########
150,March - M031994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",12.5,16.8,NA,240,NA,NA,########
203,April - M041994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,3.7,17,NA,NA,NA,NA,########
95,April - M041994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,10.5,25.4,NA,NA,NA,NA,########
202,April - M041994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,3.7,8.3,NA,NA,NA,NA,########
152,April - M041994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",28.3,39.3,NA,125,NA,NA,########
151,April - M041994,Andhra Pradesh,Hyderabad,NA,Industrial Area,11.9,8.3,NA,94,NA,NA,########
150,April - M041994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",8.7,8.5,NA,259,NA,NA,########
95,May - M051994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,6.6,16.6,NA,NA,NA,NA,########
203,May - M051994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,1.6,17.9,NA,NA,NA,NA,########
150,May - M051994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",7.1,15.4,NA,238,NA,NA,########
152,May - M051994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",15.2,32.4,NA,208,NA,NA,########
151,May - M051994,Andhra Pradesh,Hyderabad,NA,Industrial Area,6.4,5.2,NA,107,NA,NA,########
95,June - M061994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,16.4,95.3,NA,NA,NA,NA,########
203,June - M061994,Andhra Pradesh,Hyderabad,Andhra Pradesh Pollution Control Board,NA,5.1,46,NA,NA,NA,NA,########
150,June - M061994,Andhra Pradesh,Hyderabad,NA,"Residential, Rural and other Areas",6,9.9,NA,132,NA,NA,########
