stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,30.4,100,300,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,28.2,72,206,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.9,32.2,92,291,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,29.6,86,281,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.7,31.4,100,315,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.3,32.8,95,285,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.7,32.6,114,315,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.2,34.3,91,263,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.8,28.2,118,335,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.1,33.7,96,292,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.6,35.7,97,295,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,27.5,97,304,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,31.1,92,276,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,28.4,54,192,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,29.3,74,192,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.9,32.2,85,249,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.9,31.1,74,231,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,31.2,77,235,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,30.6,97,281,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,30.6,82,254,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,29.4,93,299,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,4.9,27.2,60,222,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,4.8,30.3,62,182,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,27.9,90,277,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,30.1,30,118,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,29.8,67,219,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,4.7,28.7,38,124,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,4.9,28.8,55,164,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,7.7,41.3,92,280,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.8,32.9,57,205,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,27.2,65,230,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,26.8,50,172,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.2,26.4,56,182,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,29.8,62,182,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,8.1,36.3,88,261,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.7,26.8,43,151,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,31.2,64,185,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,28.2,72,206,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,32,66,203,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,7.2,40.7,67,177,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6,46.9,153,364,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,12.3,35.4,115,369,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,41.7,128,399,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.1,35.7,93,279,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.1,34.4,81,261,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,38.1,82,269,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,32,51,174,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,48.3,52,170,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,36.5,61,237,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5,32.6,83,257,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5,35.4,122,360,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,32.3,108,305,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5,33.1,94,292,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,29.9,112,317,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,35.3,107,271,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,36.2,128,311,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,34.1,101,333,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,34.1,130,303,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,35.9,121,283,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.2,31.1,187,448,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,32,115,329,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,36.9,122,359,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.9,49.6,95,281,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,34.6,130,377,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,54.8,156,393,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.9,48.8,158,378,C.I.T.D. Balanagar,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3.2,14.8,74,132,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,10.5,13.2,73,153,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3.5,10,83,154,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,2.9,9,39,104,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,11.7,60,140,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,15.3,65,236,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,8.2,51,146,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,22,NA,227,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.2,24.1,54,172,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,11.3,46,154,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,2.5,15.4,54,153,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3.9,22.2,68,178,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,10.8,65,183,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,7.4,25.9,69,191,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3,18.4,56,180,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,2.9,9.1,48,123,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,NA,31,94,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3.7,NA,23,65,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3.1,13.4,32,41,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,2.6,8.6,54,82,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,12.9,26.4,53,184,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,4.5,13.9,87,191,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,11.1,50,159,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,6.5,61,143,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,15.6,93,194,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3.4,6.1,24,69,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,4.2,12.9,66,173,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3.1,14.5,56,103,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,4.1,16.7,63,149,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3.3,14.3,74,176,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3.5,14.4,96,303,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,8.9,32,150,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,6.5,10,52,113,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,7.8,17.3,75,175,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,15,51,127,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,2.3,17.1,31,82,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,2.8,29,19,120,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,2.5,28.6,26,81,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,NA,13.8,36,112,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,2.4,22.3,62,138,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,3.2,17.8,43,133,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,2.5,NA,17,58,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,2.4,5.5,18,73,Nacharam,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,27.6,150,353,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.8,30.4,132,298,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.9,29.2,135,286,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,7.6,47.7,107,295,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.8,34,162,360,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,27.4,138,351,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,34.9,147,381,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.9,27.1,129,301,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,27.5,107,275,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.8,31.2,58,134,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.7,30,86,275,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,32.3,96,289,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5,30.1,103,286,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,24.6,59,191,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5,25.1,83,209,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,57.8,124,343,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,30,115,317,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,31,134,335,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,25.7,99,216,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,25.9,91,232,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,32.1,94,253,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,37.3,114,310,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,4.9,30.7,115,202,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,32.1,101,289,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,33.7,93,281,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,32.2,114,276,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,31.7,94,277,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,30.6,92,296,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.7,33.3,123,284,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,31.4,92,272,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,31,95,280,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,30.9,97,297,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,31.1,103,272,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,32.9,107,308,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,31.6,96,304,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,32,97,287,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,31.8,102,304,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,33,105,316,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.9,33.5,113,294,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,33.4,101,294,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,33.5,107,287,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,33.1,98,280,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,30.6,78,216,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.7,32.8,84,276,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,31.9,103,289,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.7,29.2,84,282,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,32.6,95,288,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,31.9,96,286,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,30.6,94,286,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,31.1,84,248,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,31.6,48,127,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,4.6,28.1,54,197,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,4.9,30.4,75,215,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,40.5,65,153,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,32.2,81,224,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,30.4,37,85,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,31.6,56,201,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,30.1,70,164,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,30.3,79,255,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,35.4,92,228,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,32.1,73,240,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,26.4,55,195,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,29.7,48,161,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,26.6,78,229,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,24.1,42,133,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,34.8,55,176,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,27,89,267,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.9,35.5,83,229,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.8,34.1,109,297,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,30.9,71,232,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.7,29,99,288,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5,33.8,124,313,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,29.4,122,320,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,31.3,115,312,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,33.7,133,456,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5,28.5,143,327,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5,30.4,41,105,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5,30.4,50,139,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,33.1,97,277,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,29.7,79,214,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,32.8,113,300,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,32,97,300,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.4,31.9,123,308,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,33.9,110,296,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,30.2,128,332,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,32.1,73,246,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.2,34.1,127,364,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.6,32.7,125,332,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,29.4,110,368,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.5,33.3,160,394,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.7,33.6,136,406,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.7,37.1,130,343,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.9,35.2,122,324,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.3,32.9,122,383,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Industrial Areas,5.1,38.4,138,356,Uppal,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,13.7,36,110,322,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,21.8,43.2,108,285,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,5.5,16.1,127,208,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,10.7,33.3,94,266,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,12.5,40.2,97,261,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,NA,34.3,70,260,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,NA,22.7,61,213,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,NA,32.9,98,297,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,4.6,33.4,81,250,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,NA,29.5,118,264,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,NA,35.3,112,312,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,3.9,42.7,99,219,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,3.7,13.8,106,287,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,2.5,32,99,279,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,6.9,20.6,75,224,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,3,10.5,64,151,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,NA,27.2,43,109,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,8.5,16.5,35,115,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,2.7,29.5,66,165,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,6.3,37.7,142,230,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,4.9,33.7,106,292,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,3.9,30.7,76,175,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,3.1,24.5,102,206,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,7.1,40.8,112,245,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,5.4,44.7,45,93,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,7.1,35.5,57,131,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,3.4,37.3,68,144,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,NA,32,78,203,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,NA,53,64,173,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,6.9,40.1,46,130,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,3.1,23.5,47,147,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,7.4,25.8,93,229,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,4.4,29.5,122,190,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,2.3,26.5,49,132,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,3.6,34.1,28,82,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,NA,30.3,26,77,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,2.6,35.2,50,129,ABIDS Circle,NA,########
NA,########,Andhra Pradesh,Hyderabad,NA,Residential and others,2.8,60.4,53,91,ABIDS Circle,NA,########
